icp_category,supply_cell,salary_mid_usd,title,org,location,experience,salary_text,role_type,posted,skills,icp_reason,description,source
C,none,177500,"Policy Director, Economic and Societal Transformation",Americans for Responsible Innovation,"Washington, DC metro area, USA",senior,$150-205k,permanent,,,"Well-paid and senior, but policy is a function with no recruiter supply market.",Senior policy leadership role driving ARI's economic and societal transformation policy agenda for AI.,80k-orgpage
C,none,175000,Policy Analyst,CivAI,"San Francisco Bay Area, USAWashington, DC metro area, USA","Junior (1–4 years experience), Mid (5–9 years experience)","$150,000 – $200,000",Full-time,31 August 2026,"Research, Policy",policy function - no recruiter supply market exists,"Research policy solutions to advanced AI risks, including pacing mechanisms, export controls, testing programs, and safety standards.",aisafety.com
C,none,175000,Talent Database Lead,"80,000","San Francisco Bay Area, USARemote (Global)London, UK","Junior (1–4 years experience), Mid (5–9 years experience)","£97,000 – £130,000; $139,000 – $211,000",Full-time,31 July 2026,Strategy,function without a recruiter supply market,HoursExpand the candidate database and improve data quality to match promising talent to impactful roles.,aisafety.com
C,none,175000,Policy Researcher,AI Futures Project,"San Francisco Bay Area, USA (org also tags US East Coast)",mid,Base: $150-200k,permanent,,,"Real, well-paid vacancy, but policy research has no recruiter supply market so the desk has no cell to source from.",Mid-level policy researcher at the small AI-forecasting group behind AI 2027.,80k-orgpage
C,none,175000,"Policy Director, Office of the Chief Executive Officer",Secure AI Project,"Remote, USA",senior,$115-235k,permanent,,,"Well-paid and senior, but the function is AI policy/advocacy, which has no specialist recruiter supply market.",Senior policy director supporting the CEO on state-level frontier AI legislation.,80k-orgpage
C,none,175000,"Policy Director, Generalist",Secure AI Project,"Remote, USA",senior,$115-235k,permanent,,,"Real senior vacancy but pure policy/governance work, a function with no recruiter supply market.",Generalist policy director working on state-level AI safety legislation.,80k-orgpage
C,none,165000,"Research Scientist, Manipulation Evaluations",Apart Research,Remote (Europe),Mid (5–9 years experience),"$130,000 – $200,000",Full-time,29 July 2026,"Research, Policy",policy function - no recruiter supply market exists,Design and build novel evaluations of AI harmful manipulation for EU AI Act enforcement.,aisafety.com+80k-orgpage
C,none,165000,Head of Policy and Research,AI Diplomatic Engagement NetworkTranslat,"San Francisco Bay Area, USA",Senior (10+ years experience),"$150,000 – $180,000",Full-time,20 July 2026,"Policy, Research",policy function - no recruiter supply market exists,,aisafety.com
C,none,165000,Coalitions Director,Americans for Responsible Innovation,"Washington, DC metro area, USA",mid,$150-180k,permanent,,,Coalition-building/advocacy is fieldbuilding-adjacent policy work with no recruiter supply market despite the strong salary.,Director building and managing advocacy coalitions for ARI's AI policy work.,80k-orgpage
C,none,160000,Senior Product Designer,Epoch AI,Remote (Global),Mid (5–9 years experience),"$120,000 – $200,000",Full-time,1 September 2026,Strategy,function without a recruiter supply market,"Lead UI/UX design and design strategy, translating complex AI research into intuitive designs for researchers and policymakers.",aisafety.com
C,none,160000,Technical Governance Researcher,Machine Intelligence Research Institute,"San Francisco Bay Area, USA (US West Coast; role-level location not shown)",mid,$120-200k,permanent,,,"Real vacancy with a strong salary band, but governance/policy research is a function with no recruiter supply market, so it cannot be worked by the desk.","Researcher working on technical AI governance questions at MIRI, which now focuses on policy and communications around smarter-than-human AI risk.",80k-orgpage
C,none,160000,National Security Expert,Palisade Research,"US (West or East Coast) / Remote, Global",mid,$140-180k,permanent,,,"This is a policy-facing natsec advisory role rather than hands-on offensive security engineering, so it lacks a recruiter supply market despite the $160k midpoint.",National security advisor translating Palisade's offensive-AI findings for the natsec community.,80k-orgpage
C,none,157490,"Business Correspondent, Artificial Intelligence and Emerging Technologies",The,"San Francisco Bay Area, USA",Mid (5–9 years experience),"$124,979 – $190,000",Full-time,27 August 2026,Other,function without a recruiter supply market,New York TimesGenerate original reporting on Anthropic and AI industry trends.,aisafety.com
C,none,155000,Convenings Lead,Simon Institute for Longterm Governance,"Geneva, Switzerland (remote possible)",mid,104-144k CHF,permanent,,,"Real vacancy, but the function is convening/programme ops and fellowship delivery for a policy community, which sits in the no-recruiter-market bucket rather than a fee-bearing function.","Programme-manager/facilitator role designing and delivering SI's dialogues, roundtables, and a 2027 fellowship end-to-end.",80k-orgpage
C,none,150000,Shortform Video Creator,AI Digest,Remote (Global),Junior (1–4 years experience),$60 – $90 per hour,Part-time,27 August 2026,Other,function without a recruiter supply market,Createvideos about the [AI Village](https://theaidigest.org/village) that reach a wide audience.,aisafety.com
C,none,150000,Longform Video Creator,AI Digest,Remote (Global),Junior (1–4 years experience),$60 – $90 per hour,"Part-time, Full-time",25 August 2026,Other,function without a recruiter supply market,Createlongform YouTube videos that translate AI Village stories and findings to reach wide audiences.,aisafety.com
C,none,150000,Congressional Policy Lead,Palisade Research,US (East Coast preferred) / Remote,mid,$120-180k,permanent,,,"Congressional engagement is a pure policy/government-relations function, which the ICP classes as having no recruiter supply market despite the solid salary.",Lead for Palisade's engagement with Congress on offensive-AI risk demonstrations.,80k-orgpage
C,none,147500,Social Video Producer,Epoch AI,"San Francisco Bay Area, USA",Multiple experience levels,"$140,000 – $155,000",Full-time,1 September 2026,Other,function without a recruiter supply market,Help bring Epoch AI's research to a much broader audience.,aisafety.com
C,none,145000,Frontier AI Research Lead,"Georgetown University, Center for Security and Emerging Technology","Washington, DC metro area, USA",senior,$100-190k,permanent,,,"Real well-paid vacancy, but think-tank policy/governance research has no recruiter supply market - it would only route to ai-research if the posting demands deep hands-on ML technical fluency, which the listing does not show.","Lead for CSET's data-driven research on frontier AI for the policy community, multiple experience levels.",80k-orgpage
C,none,144500,"Producer, Studio Team","80,000Hours","London, UKRemote (Global)San Francisco Bay Area, USAWashington, DC metro area, USA","Junior (1–4 years experience), Mid (5–9 years experience)","£93,000 – £113,000; $105,000 – $184,000",Full-time,5 August 2026,Other,function without a recruiter supply market,"Support 80,000 Hours's podcast hosts in creating episodes focused on transformative AI, from conception through release.",aisafety.com
C,none,143000,Head of the Effective Altruism Infrastructure Fund,Centre for Effective Altruism,"Remote, Global",senior,~$143k,permanent,,,"Grantmaking/fieldbuilding leadership without a technical-AI requirement, a function with no recruiter supply market.",Lead grantmaker heading the EA Infrastructure Fund.,80k-orgpage
C,none,140000,US Policy Team Member,Future of LifeInstitute,"Washington, DC metro area, USA",Mid (5–9 years experience),"$85,000 – $195,000",Full-time,26 August 2026,Policy,policy function - no recruiter supply market exists,Advance FLI's US policy work to promote safe AI governance through bipartisan engagement with Congress and stakeholders.,aisafety.com
C,none,140000,Headhunting Associate / Specialist,"80,000 Hours","San Francisco Bay Area, USARemote (Global)London, UKWashington, DC metro area, USA",Multiple experience levels,"£72,000 – £109,000; $104,000 – $176,000",Full-time,31 July 2026,Strategy,function without a recruiter supply market,Run searches toidentify and suggest candidates for organizations working on AI safety and impact.,aisafety.com
C,none,140000,US Policy Team Member,Future of Life Institute,US (remote/DC),mid,$85-195k,permanent,,,"Real vacancy but the function is AI policy, which has no specialist recruiter supply market.",Mid-level member of FLI's US AI policy team working on policy development and advocacy.,80k-orgpage
C,none,138000,Extension Program Manager,MATS Research,"Berkeley, CA, USA (possibly London)",junior,£75-130k,permanent,,,"Programme ops for a fellowship-style programme has no recruiter supply market, and the deadline has already passed.",Manages the MATS extension programme for alumni scholars; listed closing date has passed.,80k-orgpage
C,none,135000,Federal Policy Manager,The Alliance for SecureAI,"Washington, DC metro area, USA",Mid (5–9 years experience),"$120,000 – $150,000",Full-time,17 July 2026,Policy,policy function - no recruiter supply market exists,Lead the Alliance's engagement with the Senate and Administration on bipartisan AI policy.,aisafety.com
C,none,135000,"Associate Program Officer, Transformative AI Fund",Centre for Effective Altruism,"Remote, Global",junior,~$123-147k,permanent,,,"Junior grantmaking with no stated deep-AI technical requirement, a function recruiters have no candidate supply for.",Junior grantmaking officer supporting the Transformative AI Fund.,aisafety.com+80k-orgpage
C,none,130000,Entrepreneur-in-Residence,GovAI,"Washington, DC metro area, USALondon, UK",Multiple experience levels,"£70,000 – £113,500; $80,000 – $180,000",Other,24 August 2026,Strategy,function without a recruiter supply market,"Identify, test, and launch a new organization or project in AI governance and safety.",aisafety.com
C,none,130000,"Special Projects Associate / Analyst, Studio Team","80,000Hours","London, UKRemote (Global)San Francisco Bay Area, USAWashington, DC metro area, USA",Junior (1–4 years experience),"£67,000 – £101,000; $97,000 – $163,000",Full-time,5 August 2026,Strategy,function without a recruiter supply market,Drive forward special projects that expand the Studio Team's capacity and impact.,aisafety.com
C,none,130000,Policy Generalist,Palisade Research,"US (West or East Coast) / Remote, Global",mid,$120-140k,permanent,,,A generalist policy role is squarely in the no-recruiter-market category regardless of its borderline salary.,Generalist supporting Palisade's AI-risk policy communications and analysis.,80k-orgpage
C,none,127000,"Research Manager, UK Fellowships",GovAI,"London, UK",mid,£83-105k,permanent,,,"Programme ops/research management for fellowships, a function with no recruiter supply market.",Manages GovAI's UK fellowship programmes and supports fellows' research.,aisafety.com+80k-orgpage
C,none,125500,"Program Coordinator, User Experience",Constellation,"Berkeley / San Francisco Bay Area, USA",junior,$114-137k,permanent,,,"Programme/community ops for the research programmes and workspace, a function without a recruiter market.",Junior coordinator for member/programme user experience.,80k-orgpage
C,none,125500,Research Program Coordinator,Constellation,"Berkeley / San Francisco Bay Area, USA",junior,$114-137k,permanent,,,"Programme ops for fellowships and research programmes, a function with no recruiter supply market.",Junior coordinator for Constellation's research programmes.,80k-orgpage
C,none,95250,Lobbyist / Campaign Lead,PauseAI,"London, UKUK","Junior (1–4 years experience), Mid (5–9 years experience)","£50,000 – £100,000",Full-time,1 September 2026,Policy,policy function - no recruiter supply market exists,Bring political expertise and connections to advance PauseAI's legislative and policy objectives.,aisafety.com
C,none,94500,Incubator Programme Lead,Talos Network,Remote (Europe)Remote (UK),"Mid (5–9 years experience), Senior (10+ years experience)","€80,000 – €95,000",Full-time,25 August 2026,Strategy,function without a recruiter supply market,Lead a new Incubator programme supporting founders launching European AI governance initiatives.,aisafety.com
C,none,90000,"Contractor, Senior Technical Advisor, AI Capability Assessment",Institute for,Remote (Global),Junior (1–4 years experience),"$80,000 – $100,000","Full-time, Part-time",14 August 2026,"Research, Policy",policy function - no recruiter supply market exists,Security and TechnologyApply AI capability assessment expertise to advance AI governance through technical evaluations and testing methodologies for frontier labs and policymakers.,aisafety.com
C,none,15000,Tech Journalism Fund,Omidyar NetworkThe Tech Journalism,USA,Multiple experience levels,"$5,000 – $25,000",Funding,12 August 2026,Other,function without a recruiter supply market,"Fund provides project funding from $5,000 to $25,000 to support reporting costs for journalists working on a singular, time and resource intensive reporting project.",aisafety.com
C,none,10000,"Request for Proposals, The Launch Sequence",Institute for,Remote (Global),Multiple experience levels,"$10,000 award",Funding,6 August 2026,"Research, Strategy, Policy",policy function - no recruiter supply market exists,"ProgressSubmit a proposal to contribute to The Launch Sequence, an initiative to develop projects that prepare the world for advanced AI.",aisafety.com
C,none,0,Graphic Designer / Web Designer / Artist,PauseAI,"London, UKUK",Junior (1–4 years experience),,Part-time,1 September 2026,Other,function without a recruiter supply market,Create graphics and design digital experiences that represent PauseAI.,aisafety.com
C,none,0,Content Creator,PauseAI,"London, UKUK",Junior (1–4 years experience),,Full-time,1 September 2026,Other,function without a recruiter supply market,Create compelling video and written content for PauseAI's social media channels.,aisafety.com
C,none,0,"Associate, Safety","FacultyScope, build, and deliver impactf","London, UK",Junior (1–4 years experience),,Full-time,17 August 2026,Strategy,function without a recruiter supply market,,aisafety.com
C,none,0,"Advisor / Senior Advisor, AI Safety",PourDemain,"Brussels, Belgium",Multiple experience levels,,Full-time,11 August 2026,"Research, Policy",policy function - no recruiter supply market exists,Advance frontier AI safety policy in Europe through direct policymaker engagement or technical research.,aisafety.com
C,none,0,"Program Coordinator, Analysis",Constellation,"Berkeley / San Francisco Bay Area, USA",junior,,permanent,,,"Programme ops for fellowship/upskilling programmes, a function with no recruiter supply market.",Junior coordinator supporting Constellation's analysis programmes.,80k-orgpage
C,none,0,AI Governance Researcher / Senior AI Governance Researcher,Apollo Research,"London, UK (visa sponsorship)",mid,,permanent,,,Governance research is a function with no recruiter supply market.,Governance researcher advising policymakers and publishing AI governance research.,80k-orgpage
C,none,0,Facilitator,BlueDot Impact,"Remote, global",mid,$250 per session,contract,,,"Real paid contract gig, but course facilitation is programme ops for a fellowship-style pipeline with no recruiter supply market and trivial per-session pay.",Paid per-session contract facilitator for BlueDot's AI safety and biosecurity courses.,80k-orgpage
C,none,0,Mentor,BlueDot Impact,"Remote, global",mid,$250 per session,contract,,,"Real paid contract gig, but mentorship for an intake programme has no recruiter supply market and trivial per-session pay.",Paid per-session mentor supporting BlueDot course participants.,80k-orgpage
C,none,0,"Program Lead, Career Transition Grants",BlueDot Impact,"San Francisco, CA, USA",mid,,permanent,,,"Real vacancy, but it is grantmaking/talent-pipeline work without a deep technical requirement, a function with no recruiter supply market.",Lead a grant programme funding and mentoring people transitioning into full-time AI safety careers.,80k-orgpage
C,none,0,Board Member,ERA,"Remote, UK",senior,Unpaid,permanent,,,"An unpaid volunteer governance seat for a fellowship organisation has no recruiter supply market or fee basis, and its posted deadline has already passed.",Unpaid volunteer board seat governing ERA's AI-safety research fellowship organisation.,80k-orgpage
C,none,0,US AI Policy Specialist,Simon Institute for Longterm Governance,"Geneva, Switzerland (remote possible)",unknown,,permanent,,,"Real vacancy but a pure policy/governance-engagement function with no recruiter supply market, so it is C.","Policy generalist tracking US AI policy, building DC relationships, and feeding US perspectives into SI's convenings.",80k-orgpage
C,none,0,AI x Biosecurity Specialist,Simon Institute for Longterm Governance,"Geneva, Switzerland (remote possible)",unknown,,permanent,,,"Despite the biosecurity label this is a governance-research and convening role, not biosecurity lab science, so the function has no recruiter market and it is C.","Researcher/convener on AI-enabled biological risk governance, producing policy briefs and running AIxBio dialogues.",80k-orgpage
C,none,0,Technical AI Governance Specialist,Simon Institute for Longterm Governance,"Geneva, Switzerland (remote possible)",unknown,,permanent,,,"Governance research/translation, not ML engineering or technically-gated grantmaking, so it falls in the no-supply-market C bucket.","In-house technical translator tracking frontier AI capabilities, safety, and verification for diplomats and policymakers.",80k-orgpage
C,none,0,AI x International Security Specialist,Simon Institute for Longterm Governance,"Geneva, Switzerland (remote possible)",unknown,,permanent,,,"Security/tech policy analysis and convening is a governance function with no recruiter supply market, so C.","Security-policy expert on AI, defense, and strategic stability, informing SI's confidence-building-measure dialogues.",80k-orgpage
D,none,250000,Governance and Policy Fellow,Transluce,"San Francisco Bay Area, USA","Mid (5–9 years experience), Senior (10+ years experience)","$200,000 – $300,000",Fellowship,12 August 2026,Policy,"intake programme, course or EOI, not a vacancy","Help shape AI governance by working at the intersection of evaluation, policy, and governance at an independent research lab.",aisafety.com
D,none,220000,Residency Program,MATS Research,"London, UKSan Francisco Bay Area, USAWashington, DC metro area, USA",Multiple experience levels,"$155,000 – $285,000",Funding,27 August 2026,Research,"intake programme, course or EOI, not a vacancy","In the MATS residency, you'll pursue AI safety research for 6–24 months with high independence.",aisafety.com
D,none,212000,"Fellows, AI Safety and Security",Anthropic,"Remote, USA",unknown,"$3,850 - $4,300 per week stipend",fellowship_or_programme,,,"Stipended intake fellowship, not a vacancy (MATS exception does not apply here).",Stipended fellowship programme in AI safety and security.,aisafety.com+80k-orgpage
D,none,200000,Biosecurity and AI Safety Fellowship,10a Labs,Remote (USA),Junior (1–4 years experience),$80 – $120 per hour,Fellowship,1 September 2026,Research,"intake programme, course or EOI, not a vacancy","In this short fellowship, you'll review and label biological and biotechnology content against policies to support AI safety monitoring systems.",aisafety.com
D,none,185000,"Fieldbuilder, Fellowships",SL5 TaskForce,"San Francisco Bay Area, USA","Junior (1–4 years experience), Mid (5–9 years experience)","$150,000 – $220,000",Full-time,18 August 2026,"Strategy, Communications","intake programme, course or EOI, not a vacancy",Lead fieldbuilding programs including the SL5 fellowship program to transition security experts into frontier AI lab roles.,aisafety.com
D,none,160000,Expression of Interest,AI Futures Project,"San Francisco Bay Area, USA",unknown,Base: $120-200k,expression_of_interest,,,"Talent-pool sign-up, not a concrete vacancy, so there is nothing for a recruiter to place against.",Open expression-of-interest across multiple experience levels rather than a defined vacancy.,80k-orgpage
D,none,157500,"Technical Program Manager, Research",FAR AI,"Remote (USA)San Francisco Bay Area, USA",Mid (5–9 years experience),"$125,000 – $190,000",Full-time,21 July 2026,"Operations, Strategy","intake programme, course or EOI, not a vacancy","Manage technical programs for research and infrastructure teams, owning projects end-to-end from conception to delivery.",aisafety.com+80k-orgpage
D,none,150000,"Fellow in Residence, AI Institute",SchmidtSciences,"New York, NY, USA",Entry-level,"$150,000",Fellowship,10 August 2026,"Research, Strategy","intake programme, course or EOI, not a vacancy","In this 12-18 month fellowship, you'll split your time between supporting the AI Institute and pursuing research projects aligned with the Institute's priorities.",aisafety.com
D,none,141000,"Head of Partnerships, Fellowship",Tarbell,"Washington, DC metro area, USA",Mid (5–9 years experience),"$118,000 – $164,000",Fellowship,24 August 2026,Communications,"intake programme, course or EOI, not a vacancy",Center for AI JournalismForge and maintain relationships with newsrooms to scale Tarbell's fellowship program globally.,aisafety.com
D,none,140000,"Team Member, Scaling Safe Autonomous Organizations",AndonLabs,"San Francisco Bay Area, USA","Junior (1–4 years experience), Mid (5–9 years experience)","$100,000 – $180,000","Full-time, Internship",28 July 2026,"Strategy, Software engineering","intake programme, course or EOI, not a vacancy","Scale Safe Autonomous Organizations by identifying ventures, building agentic systems, and deploying agents into the real world.",aisafety.com
D,none,136500,"Expression of Interest, Technical Roles, Next-Generation Agentic Controls and Forensics","UK Government, AI Security Institute","London, UK",unknown,£65-145k,expression_of_interest,,,"An expression-of-interest talent-pool sign-up, not a vacancy, at a fee-closed government employer.",Open expression of interest for technical roles on agentic controls and forensics.,aisafety.com+80k-orgpage
D,cyber-offensive,136500,"Expression of Interest, Cyber and Autonomous Systems Team","UK Government, AI Security Institute","London, UK",unknown,£65-145k,expression_of_interest,,,"An expression-of-interest talent-pool sign-up, not a vacancy, at a fee-closed government employer.",Open expression of interest for the cyber and autonomous systems evaluation team.,aisafety.com+80k-orgpage
D,cyber-offensive,136500,"Expression of Interest, Red Team","UK Government, AI Security Institute","London, UK",unknown,£65-145k,expression_of_interest,,,"An expression-of-interest talent-pool sign-up, not a vacancy, at a fee-closed government employer.",Open expression of interest for AISI's red team (offensive security / model attacks).,80k-orgpage
D,none,135000,"Senior AI Fellow, California Department of Technology",California Council on Science and Technology,"Sacramento, CA, USACA, USA","Junior (1–4 years experience), Mid (5–9 years experience)","$120,000 – $150,000",Fellowship,6 August 2026,Policy,"intake programme, course or EOI, not a vacancy",Serve as a technical advisor on state-level AI policy and governance at California's Department of Technology.,aisafety.com
D,none,135000,"Senior AI Fellow, California Governor's Office of Emergency Services",California Council on Science and Technology,"Sacramento, CA, USA","Junior (1–4 years experience), Mid (5–9 years experience)","$120,000 – $150,000",Fellowship,6 August 2026,Policy,"intake programme, course or EOI, not a vacancy","Serve as a technical advisor on California's AI policy, governance, safety, and risk management.",aisafety.com+80k-orgpage
D,none,135000,General Expression of Interest,Constellation,"Berkeley / San Francisco Bay Area, USA",unknown,$100-170k,expression_of_interest,,,"A talent-pool sign-up, not a specific vacancy, despite the indicative salary band.",General expression of interest across Constellation roles.,80k-orgpage
D,none,134000,Horizon Fellowship,Horizon Institute for Public Service,"Washington, DC metro area, USA",unknown,$78-190k,fellowship_or_programme,,,"An intake fellowship programme, not a staff vacancy (the MATS exception does not apply here).",Paid fellowship placing emerging-tech policy talent into US government and think tanks.,80k-orgpage
D,none,133000,No.10 Innovation Fellowships,UK Government,"London, UK (10 Downing Street)",unknown,£85-120k,fellowship_or_programme,,,"An intake fellowship programme, not a standing vacancy - and at a fee-closed government employer besides.","Fixed-term innovation fellowship intake at 10 Downing Street, multiple experience levels.",80k-orgpage
D,none,130000,"Academic Fellowship, Law and AI",Institute for Law and AI,"Remote, global",junior,$130k,fellowship_or_programme,,,"A fellowship programme rather than a staff vacancy (the MATS Residency exception does not apply), and its closing date has passed.",Paid academic fellowship for early-career legal scholars researching law and AI; deadline already passed.,80k-orgpage
D,none,124000,"Expression of Interest, Special Projects Associate",Epoch AI,Remote (Global),Junior (1–4 years experience),"$95,000 – $153,000",Full-time,18 August 2026,Operations,"intake programme, course or EOI, not a vacancy","Provide operations support for research teams, handling complex logistics to ensure new projects launch and run smoothly.",aisafety.com+80k-orgpage
D,none,120000,"Fellows, Center on AI, Security, and Technology",RAND Corporation,"USAUKSan Francisco Bay Area, USAWashington, DC metro area, USA",Multiple experience levels,"$40,000 – $200,000",Fellowship,5 August 2026,"Research, Policy","intake programme, course or EOI, not a vacancy",Conduct research at the intersection of technology and security issues.,aisafety.com+80k-orgpage
D,none,84000,"Research Program, Information Controls",Open Technology Fund,Remote (Global),Multiple experience levels,"$7,000 per month stipend",Full-time,28 August 2026,Research,"intake programme, course or EOI, not a vacancy","Conduct applied research on internet censorship and surveillance in authoritarian environments, developing solutions to advance global internet freedom.",aisafety.com
D,none,78000,"Contractor Opportunities, AI, Biosecurity, and AI-Bio",Centre for Long-Term Resilience,"Remote, Global",unknown,£55-68k,expression_of_interest,,,"A rolling contractor pool rather than a specific vacancy, and the underlying policy work would be C anyway at a ~$78k midpoint.","Rolling call for contractors across CLTR's AI, biosecurity, and AI-bio policy workstreams.",80k-orgpage
D,none,72000,Fellowship (Fall 2026),Iliad,"San Francisco Bay Area, USALondon, UK","Entry-level, Junior (1–4 years experience)","$6,000 per month",Fellowship,25 August 2026,Research,"intake programme, course or EOI, not a vacancy","In this 3-month fellowship, you'll conduct mentored research on AI alignment, developing a fleshed-out research proposal.",aisafety.com
D,none,59835,"Research Associate / Research Fellow, Safe AI Systems","University ofYork, Department of Computer Science","York, UK",Entry-level,"£37,694 – £56,535",Fellowship,7 August 2026,Research,"intake programme, course or EOI, not a vacancy","Conduct research on safe and responsible AI and autonomous systems development, focusing on safety cases and whole-systems approaches.",aisafety.com
D,none,51000,"Intern, ML Research Engineering",Dynamo AI,"New York, NY, USASan Francisco Bay Area, USAAmsterdam, NetherlandsParis, France",Entry-level,"$3,500 – $5,000 per month",Internship,7 August 2026,"Software engineering, Information security","intake programme, course or EOI, not a vacancy","Design and deploy ML-driven evaluation, guardrailing, and agent security systems across Dynamo AI's products.",aisafety.com
D,none,48384,"Program Assistant, AI in Europe",The School for Moral Ambition,"Brussels, BelgiumAmsterdam, Netherlands",Junior (1–4 years experience),"€42,700 – €46,900",Full-time,1 September 2026,"Strategy, Policy","intake programme, course or EOI, not a vacancy",Develop strategy by testing assumptions and managing relationships with European policymakers.,aisafety.com
D,none,23400,"Neel Nanda Stream, MATS Program (Winter 2026)",MATS Research,"San Francisco Bay Area, USALondon, UK",Multiple experience levels,"$23,400 stipend",Fellowship,11 August 2026,Research,"intake programme, course or EOI, not a vacancy",Complete a ~20 hour AI safety research project and submit a detailed write-up of your findings.,aisafety.com
D,none,19200,MATS Program (Winter 2027),MATS Research,"San Francisco Bay Area, USALondon, UK","Entry-level, Junior (1–4 years experience)","$19,200 stipend",Fellowship,20 August 2026,Research,"intake programme, course or EOI, not a vacancy",Work with mentors from leading AI labs on a research fellowship focused on frontier AI safety.,aisafety.com
D,none,15000,"Research Fellowship, AI Safety (Fall 2026)",Cambridge Boston Alignment Initiative,"Boston metro area, USA","Entry-level, Junior (1–4 years experience)","$15,000 stipend",Fellowship,31 August 2026,"Research, Policy","intake programme, course or EOI, not a vacancy","Conduct intensive AI safety research for ten weeks with mentors from Harvard, MIT, and leading AI safety organisations.",aisafety.com
D,none,15000,"Research Fellowship, AIxBiosecurity (Fall 2026)",Cambridge Boston Alignment Initiative,"Boston metro area, USA","Entry-level, Junior (1–4 years experience)","$15,000 stipend",Fellowship,31 August 2026,Research,"intake programme, course or EOI, not a vacancy","Conduct research on AI and biosecurity including capability evaluations, threat modeling, and governance.",aisafety.com
D,none,5000,Iliad Intensive,Iliad,"San Francisco Bay Area, USALondon, UK",Entry-level,"$5,000 stipend",Course,25 August 2026,Research,"intake programme, course or EOI, not a vacancy","This course provides foundational training in AI alignment research across deep learning theory, agent foundations, interpretability, and safety.",aisafety.com
D,none,5000,"Policy Entrepreneurship Fellowship, AI Safety",Federation of American Scientists,"Washington, DC metro area, USA",Multiple experience levels,"$5,000 stipend award",Fellowship,13 August 2026,"Policy, Communications","intake programme, course or EOI, not a vacancy",Develop and advance a frontier AI safety policy idea toward implementation.,aisafety.com
D,none,2000,"Summer Fellowship, US",Institute forLaw and AI,"Washington, DC metro area, USA",Multiple experience levels,"$2,000 per week stipend",Fellowship,26 August 2026,"Policy, Legal","intake programme, course or EOI, not a vacancy",Develop and execute a tailored AI law and policy research project with close mentorship over 10 weeks.,aisafety.com
D,none,1188,Courses Facilitator,Sentient Futures,Remote (Global),Junior (1–4 years experience),"$900 – $1,475",Part-time,31 August 2026,Other,"intake programme, course or EOI, not a vacancy","Facilitate the AI×Animals course, leading weekly structured discussions with a diverse cohort of fellows.",aisafety.com
D,none,0,"Education Course Facilitator, Utrecht",Safe AI Netherlands,"Utrecht, Netherlands",Junior (1–4 years experience),,Volunteering,1 September 2026,Other,"intake programme, course or EOI, not a vacancy","Facilitate one course cohort through weekly discussions, support participants' learning, and assess their final projects.",aisafety.com
D,none,0,"Education Lead, Utrecht",Safe AI Netherlands,"Utrecht, Netherlands","Entry-level, Junior (1–4 years experience)",,Volunteering,1 September 2026,Other,"intake programme, course or EOI, not a vacancy","Lead iterations of the AI Safety, Ethics and Society course and discussion groups.",aisafety.com
D,none,0,"Community Manager, Amsterdam",Safe AI Netherlands,"Amsterdam, Netherlands",Entry-level,Unpaid,Volunteering,1 September 2026,Communications,"intake programme, course or EOI, not a vacancy",Welcome people into the chapter community and funnel them into deeper involvement.,aisafety.com
D,none,0,"Events Lead, Amsterdam",Safe AI Netherlands,"Amsterdam, Netherlands",Junior (1–4 years experience),Unpaid,Volunteering,1 September 2026,Operations,"intake programme, course or EOI, not a vacancy",Plan and execute the chapter's events.,aisafety.com
D,none,0,AI×Animals Course,Sentient Futures,Remote (Global),Entry-level,Unpaid,Course,31 August 2026,Other,"intake programme, course or EOI, not a vacancy",This 8-week course prepares fellows for high-impact careers at the frontier of AI and animals.,aisafety.com
D,none,0,"Worldbuilding, AI Futures",Foresight Institute,Remote (Global),Entry-level,,Course,28 August 2026,Other,"intake programme, course or EOI, not a vacancy",This course teaches AI's potential. Participants design their own 2035 future scenario using expert foresight tools.,aisafety.com
D,none,0,"Research Fellow, AI Economy",Exponential View,"London, UK",Entry-level,,Fellowship,28 August 2026,Research,"intake programme, course or EOI, not a vacancy","Investigate how AI changes economic value, work and markets, translating frontier thinking into practical insights.",aisafety.com
D,none,0,AI Risk Fundamentals,Lens,Remote (Global),Entry-level,Unpaid,Course,27 August 2026,Other,"intake programme, course or EOI, not a vacancy","AcademyYou deeply engage with the arguments on why building powerful AI is dangerous, discuss them in a small group, and form your own opinion.",aisafety.com
D,none,0,"Forecasting, Modeling, and Shaping AI Futures",LensAcademy,Remote (Global),Entry-level,,Course,27 August 2026,Research,"intake programme, course or EOI, not a vacancy",This course teaches you to build explicit models of AI futures and strategies for shaping them.,aisafety.com
D,none,0,Introduction to Digital Minds,"CambridgeUniversity, Cambridge Digital Minds","Cambridge, UK",Multiple experience levels,,Course,27 August 2026,Other,"intake programme, course or EOI, not a vacancy","This course explores the plausibility of digital minds, how to recognise them, and implications for ethics, governance, and society.",aisafety.com
D,none,0,Digital Media Accelerator,Future of Life,Remote (Global),Multiple experience levels,,Funding,26 August 2026,"Communications, Other","intake programme, course or EOI, not a vacancy","InstituteThe Digital Media Accelerator supports creators producing content that raises awareness about AI developments and issues, particularly regarding AI safety and risk.",aisafety.com
